transaction_id,timestamp,location,product_id,quantity,revenue,payment_method,loyalty_member
1027,2025-11-10 08:25:00,Campus,105,1.0,3.06,Mobile,False
1028,2025-11-10 08:25:00,Suburb,108,,2.58,Credit,False
1044,2025-11-10 08:37:00,Suburb,108,1.0,2.59,Mobile,False
1032,2025-11-10 08:37:00,Downtown,102,1.0,4.8,Mobile,True
1020,2025-11-10 08:37:00,Suburb,104,1.0,2.54,Cash,False
1042,2025-11-10 08:40:00,Downtown,114,1.0,6.14,Credit,True
1018,2025-11-10 08:40:00,Downtown,103,1.0,5.05,Mobile,True
1037,2025-11-10 08:42:00,Campus,103,1.0,4.35,Mobile,True
1022,2025-11-10 08:43:00,Campus,103,1.0,4.49,Credit,False
1025,2025-11-10 08:48:00,Suburb,112,1.0,3.07,Credit,True
1021,2025-11-10 08:52:00,Downtown,102,1.0,5.24,Credit,True
1038,2025-11-10 08:53:00,Campus,104,1.0,2.32,Credit,True
1040,2025-11-10 08:54:00,Downtown,105,1.0,3.97,Mobile,False
1030,2025-11-10 08:55:00,Campus,114,1.0,4.55,Credit,False
1039,2025-11-10 08:55:00,Campus,112,1.0,3.03,Mobile,True
1031,2025-11-10 08:57:00,Campus,105,1.0,3.09,Credit,False
1035,2025-11-10 08:58:00,Downtown,102,1.0,5.59,Mobile,True
1050,2025-11-10 09:02:00,Downtown,108,1.0,3.18,Mobile,True
1051,2025-11-10 09:08:00,Downtown,101,1.0,3.35,Credit,False
1047,2025-11-10 09:14:00,Downtown,116,1.0,8.96,Mobile,False
1060,2025-11-10 09:16:00,Downtown,108,2.0,6.04,Credit,True
1055,2025-11-10 09:17:00,Downtown,105,1.0,4.54,Credit,False
1049,2025-11-10 09:19:00,Campus,105,1.0,3.36,Cash,False
1061,2025-11-10 09:20:00,Campus,102,1.0,3.75,Mobile,False
1053,2025-11-10 09:24:00,Campus,101,1.0,2.87,Cash,False
1063,2025-11-10 09:27:00,Downtown,112,1.0,3.85,Credit,False
1062,2025-11-10 09:29:00,Campus,101,1.0,2.46,Credit,False
1046,2025-11-10 09:36:00,Suburb,104,1.0,2.63,Credit,False
1059,2025-11-10 09:37:00,Campus,102,2.0,7.69,Mobile,False
1057,2025-11-10 09:42:00,Campus,103,1.0,4.54,Credit,False
1048,2025-11-10 09:50:00,Campus,103,1.0,4.0,Mobile,True
1054,2025-11-10 09:52:00,Campus,109,1.0,1.4,Mobile,False
1058,2025-11-10 09:53:00,Campus,101,1.0,2.88,Mobile,False
1056,2025-11-10 09:56:00,Campus,101,1.0,2.93,Mobile,False
1052,2025-11-10 09:59:00,Downtown,112,1.0,3.26,Mobile,False
1071,2025-11-10 10:14:00,Downtown,104,1.0,2.75,Credit,False
1067,2025-11-10 10:15:00,Downtown,114,1.0,6.08,Mobile,True
1069,2025-11-10 10:22:00,Campus,107,1.0,1.49,Credit,False
1072,2025-11-10 10:23:00,Downtown,103,1.0,5.55,Mobile,False
1065,2025-11-10 10:37:00,Campus,103,1.0,4.37,Mobile,False
1066,2025-11-10 10:40:00,Campus,109,1.0,1.54,Mobile,False
1064,2025-11-10 10:47:00,Downtown,103,1.0,5.36,Credit,True
1070,2025-11-10 10:47:00,Downtown,108,1.0,3.34,Credit,True
1073,2025-11-10 10:48:00,Suburb,108,1.0,2.78,Mobile,False
1068,2025-11-10 10:51:00,Downtown,109,1.0,1.93,Credit,True
1074,2025-11-10 10:54:00,Campus,112,1.0,2.76,Mobile,False
1081,2025-11-10 11:01:00,Campus,101,1.0,2.77,Credit,False
1087,2025-11-10 11:12:00,Downtown,111,1.0,4.13,Mobile,True
1086,2025-11-10 11:13:00,Suburb,112,1.0,2.9,Cash,True
1084,2025-11-10 11:14:00,Downtown,104,1.0,2.8,Credit,False
1076,2025-11-10 11:19:00,Campus,105,1.0,3.38,Mobile,False
1079,2025-11-10 11:21:00,Downtown,101,1.0,3.13,Credit,False
1077,2025-11-10 11:22:00,Campus,101,1.0,2.68,Credit,False
1078,2025-11-10 11:23:00,Suburb,102,1.0,4.23,Credit,True
1082,2025-11-10 11:31:00,Downtown,112,1.0,3.83,Mobile,True
1075,2025-11-10 11:44:00,Downtown,111,1.0,4.13,Mobile,False
1085,2025-11-10 11:54:00,Downtown,113,1.0,4.53,Mobile,True
1083,2025-11-10 11:57:00,Campus,111,1.0,2.86,Mobile,False
1088,2025-11-10 11:58:00,Campus,103,1.0,4.55,Credit,True
1080,2025-11-10 11:59:00,Downtown,104,1.0,2.95,Credit,False
1093,2025-11-10 12:02:00,Campus,115,1.0,9.52,Credit,False
1113,2025-11-10 12:03:00,Downtown,115,1.0,10.29,Mobile,False
1101,2025-11-10 12:04:00,Downtown,115,1.0,10.34,Mobile,False
1100,2025-11-10 12:05:00,Suburb,111,1.0,3.53,Credit,True
1121,2025-11-10 12:09:00,Campus,116,1.0,7.52,Mobile,False
1094,2025-11-10 12:10:00,Suburb,116,1.0,7.21,Mobile,False
1091,2025-11-10 12:11:00,Campus,116,1.0,7.24,Credit,False
1095,2025-11-10 12:12:00,Downtown,116,1.0,8.4,Credit,True
1096,2025-11-10 12:12:00,Downtown,115,1.0,10.18,Credit,True
1097,2025-11-10 12:12:00,Suburb,116,1.0,7.44,Credit,False
1089,2025-11-10 12:13:00,Campus,102,1.0,4.0,Mobile,True
1119,2025-11-10 12:19:00,Campus,102,1.0,3.98,Cash,False
1103,2025-11-10 12:22:00,Downtown,118,1.0,20.46,Credit,False
1102,2025-11-10 12:22:00,Campus,116,1.0,7.75,Cash,False
1090,2025-11-10 12:22:00,Campus,113,1.0,3.75,Credit,True
1112,2025-11-10 12:24:00,Campus,111,1.0,3.07,Credit,False
1115,2025-11-10 12:24:00,Suburb,112,1.0,3.09,Credit,False
1118,2025-11-10 12:25:00,Campus,116,1.0,7.23,Credit,False
1116,2025-11-10 12:25:00,Downtown,116,1.0,8.91,Mobile,False
1120,2025-11-10 12:27:00,Campus,116,1.0,7.74,Mobile,False
1104,2025-11-10 12:29:00,Campus,109,1.0,1.34,Mobile,False
1106,2025-11-10 12:34:00,Campus,115,2.0,16.4,Mobile,True
1110,2025-11-10 12:37:00,Downtown,115,1.0,10.57,Credit,False
1092,2025-11-10 12:37:00,Campus,118,1.0,18.61,Credit,False
1117,2025-11-10 12:40:00,Campus,101,1.0,2.54,Credit,False
1108,2025-11-10 12:43:00,Downtown,116,1.0,8.26,Cash,True
1099,2025-11-10 12:44:00,Campus,116,1.0,7.66,Mobile,False
1105,2025-11-10 12:46:00,Downtown,116,1.0,8.12,Mobile,True
1109,2025-11-10 12:49:00,Downtown,116,1.0,8.55,Mobile,False
1114,2025-11-10 12:50:00,Campus,112,1.0,2.88,Mobile,True
1098,2025-11-10 12:53:00,Downtown,115,1.0,11.66,Cash,True
1111,2025-11-10 12:54:00,Campus,101,1.0,2.45,Credit,True
1107,2025-11-10 12:56:00,Campus,105,1.0,3.67,Mobile,True
1123,2025-11-10 13:00:00,Campus,102,1.0,3.88,Cash,True
1135,2025-11-10 13:00:00,Downtown,116,1.0,8.61,Mobile,True
1143,2025-11-10 13:03:00,Downtown,116,1.0,8.33,Credit,True
1146,2025-11-10 13:03:00,Downtown,104,1.0,2.69,Credit,True
1125,2025-11-10 13:08:00,Downtown,115,1.0,10.4,Mobile,False
1138,2025-11-10 13:08:00,Campus,115,1.0,8.36,Cash,False
1136,2025-11-10 13:08:00,Suburb,111,1.0,3.27,Cash,False
1149,2025-11-10 13:13:00,Downtown,116,1.0,8.13,Cash,False
1140,2025-11-10 13:23:00,Downtown,115,1.0,12.1,Credit,True
1145,2025-11-10 13:23:00,Campus,101,1.0,2.63,Cash,True
1142,2025-11-10 13:23:00,Campus,103,1.0,4.05,Mobile,False
1139,2025-11-10 13:25:00,Campus,102,1.0,4.12,Cash,True
1129,2025-11-10 13:28:00,Downtown,116,1.0,8.48,Mobile,False
1148,2025-11-10 13:31:00,Campus,116,1.0,6.97,Mobile,True
1124,2025-11-10 13:33:00,Downtown,115,1.0,11.31,Mobile,False
1147,2025-11-10 13:38:00,Campus,105,1.0,3.31,Cash,True
1132,2025-11-10 13:40:00,Downtown,115,1.0,11.26,Mobile,False
1128,2025-11-10 13:41:00,Suburb,115,1.0,9.01,Credit,False
1134,2025-11-10 13:46:00,Suburb,114,1.0,5.24,Credit,False
1131,2025-11-10 13:47:00,Downtown,115,1.0,11.87,Credit,False
1130,2025-11-10 13:48:00,Campus,102,1.0,4.07,Credit,False
1126,2025-11-10 13:50:00,Downtown,115,1.0,10.32,Credit,False
1127,2025-11-10 13:50:00,Suburb,116,1.0,7.61,Mobile,True
1141,2025-11-10 13:50:00,Downtown,118,1.0,23.88,Mobile,False
1137,2025-11-10 13:53:00,Downtown,115,1.0,10.95,Mobile,True
1144,2025-11-10 13:54:00,Campus,106,1.0,7.77,Credit,False
1122,2025-11-10 13:55:00,Downtown,116,1.0,8.49,Credit,False
1133,2025-11-10 13:57:00,Campus,118,1.0,16.92,Mobile,False
1157,2025-11-10 14:00:00,Campus,103,1.0,4.21,Credit,False
1153,2025-11-10 14:01:00,Suburb,108,1.0,3.03,Mobile,True
1155,2025-11-10 14:01:00,Downtown,105,1.0,3.9,Mobile,True
1154,2025-11-10 14:04:00,Downtown,113,1.0,4.71,Credit,True
1158,2025-11-10 14:21:00,Campus,101,1.0,2.96,Mobile,False
1151,2025-11-10 14:24:00,Campus,102,1.0,3.93,Mobile,False
1152,2025-11-10 14:27:00,Campus,101,1.0,2.44,Credit,False
1150,2025-11-10 14:41:00,Campus,104,1.0,2.1,Mobile,False
1156,2025-11-10 14:50:00,Suburb,107,2.0,3.78,Credit,False
1160,2025-11-10 15:02:00,Campus,108,1.0,2.61,Credit,False
1162,2025-11-10 15:02:00,Downtown,115,1.0,10.48,Mobile,False
1161,2025-11-10 15:04:00,Campus,114,1.0,4.7,Mobile,True
1164,2025-11-10 15:24:00,Campus,104,1.0,2.23,Cash,False
1163,2025-11-10 15:34:00,Suburb,112,1.0,3.42,Credit,True
1159,2025-11-10 15:48:00,Campus,113,1.0,3.38,Credit,False
1165,2025-11-10 15:54:00,Downtown,113,1.0,4.53,Mobile,True
1169,2025-11-10 16:06:00,Suburb,111,1.0,3.44,Credit,True
1172,2025-11-10 16:08:00,Downtown,112,1.0,3.56,Credit,True
1170,2025-11-10 16:13:00,Downtown,117,1.0,9.61,Mobile,True
1171,2025-11-10 16:15:00,Campus,112,1.0,2.98,Credit,False
1168,2025-11-10 16:24:00,Campus,200,2.0,9.23,Credit,False
1176,2025-11-10 16:28:00,Campus,116,1.0,7.14,Credit,True
1167,2025-11-10 16:30:00,Suburb,111,1.0,3.31,Mobile,True
1173,2025-11-10 16:32:00,Downtown,113,1.0,4.57,Mobile,False
1174,2025-11-10 16:40:00,Downtown,111,1.0,3.64,Credit,True
1166,2025-11-10 16:45:00,Campus,111,1.0,3.03,Credit,True
1175,2025-11-10 16:54:00,Campus,111,1.0,2.94,Mobile,True
1178,2025-11-10 17:05:00,Campus,106,2.0,16.12,Credit,False
1179,2025-11-10 17:12:00,Campus,102,1.0,4.4,Credit,True
1189,2025-11-10 17:13:00,Campus,104,1.0,2.35,Mobile,False
1180,2025-11-10 17:15:00,Campus,112,1.0,2.6,Credit,True
1184,2025-11-10 17:22:00,Suburb,104,1.0,2.64,Credit,False
1188,2025-11-10 17:25:00,Campus,101,1.0,2.82,Mobile,False
1190,2025-11-10 17:33:00,Downtown,109,1.0,1.83,Mobile,True
1186,2025-11-10 17:35:00,Downtown,102,1.0,4.73,Credit,False
1181,2025-11-10 17:41:00,Downtown,114,1.0,5.95,Mobile,True
1177,2025-11-10 17:47:00,Downtown,102,1.0,4.75,Mobile,False
1182,2025-11-10 17:48:00,Campus,112,1.0,2.99,Cash,False
1185,2025-11-10 17:51:00,Downtown,112,1.0,3.32,Credit,False
1187,2025-11-10 17:51:00,Campus,102,1.0,4.33,Credit,False
1183,2025-11-10 17:57:00,Downtown,115,1.0,10.35,Credit,True
1192,2025-11-10 18:17:00,Suburb,114,1.0,4.99,Credit,True
1197,2025-11-10 18:19:00,Suburb,109,1.0,1.58,Mobile,True
1193,2025-11-10 18:32:00,Campus,105,1.0,3.12,Mobile,True
1195,2025-11-10 18:37:00,Campus,107,1.0,1.57,Mobile,False
1196,2025-11-10 18:41:00,Campus,111,1.0,3.22,Cash,False
1191,2025-11-10 18:43:00,Suburb,107,1.0,1.75,Mobile,True
1199,2025-11-10 18:49:00,Downtown,105,1.0,3.99,Credit,False
1194,2025-11-10 18:54:00,Campus,104,1.0,2.34,Mobile,True
1198,2025-11-10 18:56:00,Campus,104,1.0,2.23,Mobile,False
1204,2025-11-10 19:07:00,Downtown,103,1.0,5.86,Credit,False
1201,2025-11-10 19:07:00,Campus,102,1.0,4.24,Mobile,True
1205,2025-11-10 19:18:00,Downtown,115,1.0,10.99,Mobile,False
1206,2025-11-10 19:24:00,Downtown,102,2.0,10.95,Credit,True
1202,2025-11-10 19:31:00,Campus,104,1.0,2.23,Credit,False
1200,2025-11-10 19:35:00,Downtown,101,2.0,7.53,Mobile,False
1203,2025-11-10 19:58:00,Suburb,113,1.0,3.85,Mobile,False
1208,2025-11-10 20:10:00,Downtown,104,1.0,3.13,Mobile,False
1207,2025-11-10 20:32:00,Downtown,116,1.0,9.0,Mobile,False
1210,2025-11-10 20:45:00,Campus,105,1.0,3.6,Mobile,False
1209,2025-11-10 20:59:00,Campus,101,1.0,2.82,Mobile,False
1212,2025-11-10 21:03:00,Downtown,101,1.0,3.6,Mobile,True
1211,2025-11-10 21:40:00,Downtown,105,1.0,4.48,Credit,False
1213,2025-11-11 06:16:00,Downtown,201,1.0,1.96,Mobile,True
1214,2025-11-11 06:27:00,Downtown,114,1.0,5.33,Mobile,False
1215,2025-11-11 06:42:00,Campus,112,1.0,2.86,Mobile,False
1216,2025-11-11 06:49:00,Campus,101,1.0,2.64,Mobile,False
1221,2025-11-11 07:01:00,Campus,105,1.0,3.37,Cash,False
1225,2025-11-11 07:03:00,Suburb,108,1.0,2.6,Credit,False
1218,2025-11-11 07:07:00,Downtown,102,1.0,5.3,Credit,False
1224,2025-11-11 07:08:00,Downtown,102,1.0,4.67,Credit,False
1229,2025-11-11 07:09:00,Campus,102,1.0,4.05,Mobile,False
1223,2025-11-11 07:11:00,Downtown,101,1.0,3.13,Credit,False
1227,2025-11-11 07:14:00,Campus,105,1.0,3.43,Mobile,False
1230,2025-11-11 07:16:00,Downtown,105,1.0,4.6,Mobile,False
1220,2025-11-11 07:33:00,Downtown,114,1.0,5.91,Mobile,False
1219,2025-11-11 07:40:00,Suburb,112,1.0,3.06,Credit,True
1217,2025-11-11 07:44:00,Downtown,105,1.0,4.57,Credit,False
1226,2025-11-11 07:50:00,Downtown,105,1.0,4.64,Credit,False
1222,2025-11-11 07:52:00,Downtown,115,1.0,12.18,Credit,False
1228,2025-11-11 07:54:00,Suburb,103,1.0,5.0,Credit,True
1245,2025-11-11 08:02:00,Campus,113,1.0,3.46,Credit,False
1231,2025-11-11 08:03:00,Campus,105,1.0,3.69,Mobile,True
1249,2025-11-11 08:13:00,Campus,104,1.0,2.16,Credit,False
1232,2025-11-11 08:14:00,Downtown,103,1.0,5.24,Mobile,True
1246,2025-11-11 08:15:00,Suburb,110,1.0,8.09,Credit,True
1256,2025-11-11 08:15:00,Campus,113,1.0,3.34,Credit,False
1253,2025-11-11 08:21:00,Campus,108,1.0,2.24,Mobile,False
1242,2025-11-11 08:22:00,Campus,103,1.0,4.06,Credit,False
1248,2025-11-11 08:22:00,Campus,103,1.0,3.93,Credit,False
1234,2025-11-11 08:27:00,Campus,102,1.0,4.26,Mobile,False
1252,2025-11-11 08:28:00,Campus,104,1.0,2.19,Mobile,False
1258,2025-11-11 08:31:00,Downtown,101,1.0,3.32,Credit,True
1243,2025-11-11 08:31:00,Campus,104,1.0,2.42,Mobile,True
1237,2025-11-11 08:32:00,Downtown,104,1.0,2.96,Credit,True
1236,2025-11-11 08:32:00,Campus,105,1.0,3.38,Mobile,True
1250,2025-11-11 08:33:00,Downtown,106,1.0,9.36,Credit,False
1255,2025-11-11 08:38:00,Suburb,102,1.0,4.25,Mobile,True
1235,2025-11-11 08:39:00,Campus,113,1.0,3.77,Mobile,False
1257,2025-11-11 08:42:00,Campus,102,1.0,3.78,Mobile,False
1233,2025-11-11 08:45:00,Campus,109,1.0,1.4,Credit,False
1247,2025-11-11 08:45:00,Downtown,104,1.0,3.16,Credit,False
1251,2025-11-11 08:48:00,Campus,112,1.0,3.08,Credit,True
1241,2025-11-11 08:49:00,Downtown,105,1.0,4.32,Credit,False
1240,2025-11-11 08:51:00,Downtown,101,1.0,3.45,Credit,True
1238,2025-11-11 08:51:00,Campus,108,1.0,2.54,Mobile,False
1254,2025-11-11 08:54:00,Downtown,112,1.0,3.91,Mobile,False
1244,2025-11-11 08:55:00,Downtown,105,1.0,4.27,Credit,False
1239,2025-11-11 08:55:00,Downtown,101,1.0,3.57,Credit,False
1260,2025-11-11 09:05:00,Campus,103,1.0,4.38,Credit,False
1264,2025-11-11 09:14:00,Campus,103,1.0,4.32,Mobile,True
1274,2025-11-11 09:19:00,Campus,103,1.0,4.38,Credit,False
1267,2025-11-11 09:20:00,Campus,101,1.0,2.81,Mobile,True
1271,2025-11-11 09:26:00,Campus,107,1.0,1.76,Credit,True
1259,2025-11-11 09:28:00,Downtown,101,1.0,3.72,Credit,True
1262,2025-11-11 09:30:00,Downtown,110,1.0,9.07,Credit,True
1266,2025-11-11 09:32:00,Downtown,101,1.0,3.72,Credit,False
1270,2025-11-11 09:33:00,Campus,105,1.0,3.57,Credit,False
1269,2025-11-11 09:35:00,Campus,101,1.0,2.54,Mobile,False
1272,2025-11-11 09:36:00,Campus,103,1.0,4.51,Mobile,False
1261,2025-11-11 09:41:00,Campus,109,1.0,1.33,Mobile,False
1263,2025-11-11 09:45:00,Downtown,102,1.0,5.56,Credit,False
1275,2025-11-11 09:47:00,Campus,101,1.0,2.85,Credit,False
1273,2025-11-11 09:48:00,Downtown,116,1.0,9.59,Cash,False
1265,2025-11-11 09:48:00,Campus,104,1.0,2.11,Credit,False
1268,2025-11-11 09:52:00,Campus,109,1.0,1.59,Credit,False
1276,2025-11-11 09:54:00,Downtown,105,1.0,4.55,Credit,True
1277,2025-11-11 10:07:00,Campus,101,1.0,2.78,Mobile,False
1279,2025-11-11 10:10:00,Campus,107,1.0,1.72,Mobile,False
1287,2025-11-11 10:11:00,Downtown,102,1.0,5.14,Mobile,False
1285,2025-11-11 10:11:00,Campus,107,,1.74,Credit,True
1284,2025-11-11 10:15:00,Campus,109,1.0,1.41,Mobile,False
1281,2025-11-11 10:16:00,Suburb,105,1.0,3.9,Credit,True
1283,2025-11-11 10:25:00,Campus,105,1.0,3.61,Mobile,False
1280,2025-11-11 10:27:00,Campus,105,1.0,3.41,Credit,False
1286,2025-11-11 10:30:00,Downtown,108,1.0,3.15,Credit,False
1282,2025-11-11 10:30:00,Downtown,107,1.0,2.13,Mobile,False
1278,2025-11-11 10:36:00,Campus,102,1.0,3.77,Credit,False
1296,2025-11-11 11:05:00,Downtown,109,2.0,3.38,Credit,False
1298,2025-11-11 11:07:00,Downtown,116,2.0,16.84,Credit,False
1291,2025-11-11 11:10:00,Campus,104,1.0,2.46,Credit,False
1293,2025-11-11 11:10:00,Downtown,108,1.0,3.48,Mobile,True
1299,2025-11-11 11:13:00,Downtown,103,2.0,10.17,Mobile,False
1289,2025-11-11 11:18:00,Downtown,101,1.0,3.75,Credit,False
1297,2025-11-11 11:21:00,Downtown,113,1.0,4.77,Mobile,False
1301,2025-11-11 11:23:00,Downtown,105,1.0,4.35,Credit,False
1295,2025-11-11 11:32:00,Suburb,108,1.0,2.54,Credit,True
1294,2025-11-11 11:47:00,Campus,107,1.0,1.5,Credit,True
1290,2025-11-11 11:52:00,Downtown,103,1.0,5.08,Credit,True
1292,2025-11-11 11:52:00,Campus,107,1.0,1.74,Cash,True
1288,2025-11-11 11:56:00,Downtown,109,1.0,1.79,Mobile,True
1300,2025-11-11 11:59:00,Downtown,101,1.0,3.46,Credit,False
1330,2025-11-11 12:00:00,Campus,112,1.0,3.07,Credit,False
1322,2025-11-11 12:02:00,Suburb,109,1.0,1.49,Credit,True
1327,2025-11-11 12:03:00,Downtown,116,1.0,8.6,Mobile,False
1313,2025-11-11 12:06:00,Downtown,115,1.0,10.37,Mobile,False
1332,2025-11-11 12:14:00,Suburb,108,1.0,2.55,Credit,False
1318,2025-11-11 12:22:00,Suburb,116,1.0,8.35,Cash,True
1312,2025-11-11 12:22:00,Campus,118,1.0,15.91,Mobile,False
1309,2025-11-11 12:25:00,Downtown,116,1.0,8.22,Mobile,False
1304,2025-11-11 12:29:00,Campus,104,1.0,2.19,Cash,False
1314,2025-11-11 12:31:00,Downtown,116,1.0,8.25,Credit,True
1316,2025-11-11 12:33:00,Downtown,115,1.0,11.92,Mobile,False
1328,2025-11-11 12:34:00,Campus,116,1.0,7.55,Credit,False
1324,2025-11-11 12:35:00,Campus,107,1.0,1.57,Mobile,False
1320,2025-11-11 12:36:00,Suburb,115,1.0,10.49,Mobile,False
1323,2025-11-11 12:39:00,Campus,102,1.0,3.7,Mobile,False
1321,2025-11-11 12:39:00,Downtown,115,1.0,11.3,Mobile,False
1334,2025-11-11 12:42:00,Campus,111,1.0,2.92,Cash,False
1306,2025-11-11 12:42:00,Downtown,115,2.0,24.04,Mobile,False
1310,2025-11-11 12:43:00,Campus,116,1.0,7.29,Credit,False
1311,2025-11-11 12:46:00,Campus,101,1.0,2.55,Mobile,False
1308,2025-11-11 12:46:00,Downtown,115,1.0,10.91,Credit,False
1315,2025-11-11 12:48:00,Suburb,116,1.0,7.33,Credit,False
1329,2025-11-11 12:48:00,Suburb,108,1.0,2.76,Credit,False
1305,2025-11-11 12:49:00,Downtown,115,1.0,,Mobile,False
1326,2025-11-11 12:49:00,Campus,103,1.0,4.14,Credit,False
1331,2025-11-11 12:50:00,Campus,115,1.0,9.1,Mobile,True
1303,2025-11-11 12:51:00,Suburb,116,1.0,8.04,Cash,False
1325,2025-11-11 12:51:00,Campus,114,1.0,4.61,Mobile,True
1317,2025-11-11 12:55:00,Downtown,116,1.0,9.55,Credit,True
1333,2025-11-11 12:56:00,Campus,116,1.0,6.63,Mobile,False
1319,2025-11-11 12:58:00,Downtown,105,1.0,4.59,Credit,True
1307,2025-11-11 12:59:00,Suburb,116,1.0,7.86,Mobile,True
1302,2025-11-11 12:59:00,Downtown,116,1.0,9.16,Credit,False
1340,2025-11-11 13:03:00,Campus,107,1.0,1.77,Credit,False
1355,2025-11-11 13:05:00,Downtown,115,1.0,11.27,Mobile,True
1345,2025-11-11 13:06:00,Downtown,115,1.0,10.93,Credit,False
1350,2025-11-11 13:06:00,Downtown,115,1.0,11.31,Credit,True
1344,2025-11-11 13:07:00,Downtown,116,1.0,8.63,Mobile,False
1359,2025-11-11 13:12:00,Downtown,116,1.0,9.72,Mobile,False
1338,2025-11-11 13:13:00,Downtown,102,1.0,5.26,Mobile,False
1336,2025-11-11 13:13:00,Downtown,115,1.0,10.35,Credit,False
1339,2025-11-11 13:15:00,Downtown,118,1.0,22.27,Mobile,True
1361,2025-11-11 13:19:00,Campus,105,1.0,3.08,Mobile,False
1347,2025-11-11 13:21:00,Campus,117,1.0,8.61,Mobile,False
1343,2025-11-11 13:22:00,Downtown,109,1.0,1.83,Credit,True
1356,2025-11-11 13:28:00,Campus,113,1.0,3.47,Mobile,False
1337,2025-11-11 13:31:00,Downtown,115,1.0,11.11,Credit,False
1354,2025-11-11 13:37:00,Suburb,116,1.0,7.83,Mobile,True
1351,2025-11-11 13:39:00,Downtown,116,1.0,9.19,Mobile,True
1341,2025-11-11 13:43:00,Campus,103,1.0,4.06,Mobile,False
1358,2025-11-11 13:43:00,Downtown,109,1.0,1.89,Mobile,False
1360,2025-11-11 13:45:00,Downtown,116,1.0,8.23,Mobile,True
1357,2025-11-11 13:47:00,Campus,116,1.0,7.12,Mobile,False
1346,2025-11-11 13:48:00,Downtown,115,1.0,11.41,Credit,True
1352,2025-11-11 13:48:00,Suburb,115,1.0,9.11,Credit,True
1342,2025-11-11 13:51:00,Campus,103,1.0,4.35,Credit,False
1362,2025-11-11 13:51:00,Downtown,109,1.0,1.92,Credit,False
1348,2025-11-11 13:53:00,Campus,116,1.0,7.1,Mobile,True
1335,2025-11-11 13:53:00,Campus,104,1.0,2.37,Mobile,True
1349,2025-11-11 13:55:00,Downtown,199,1.0,20.07,Mobile,True
1353,2025-11-11 13:59:00,Campus,116,1.0,7.31,Credit,True
1366,2025-11-11 14:05:00,Campus,111,1.0,3.08,Credit,False
1368,2025-11-11 14:06:00,Downtown,107,1.0,2.24,Mobile,False
1370,2025-11-11 14:13:00,Campus,112,1.0,2.85,Credit,True
1371,2025-11-11 14:15:00,Downtown,105,1.0,4.46,Credit,False
1365,2025-11-11 14:17:00,Downtown,113,1.0,4.59,Mobile,False
1363,2025-11-11 14:30:00,Campus,104,1.0,2.16,Credit,False
1367,2025-11-11 14:43:00,Downtown,114,1.0,5.38,Credit,True
1369,2025-11-11 14:53:00,Campus,114,1.0,4.3,Credit,False
1364,2025-11-11 14:56:00,Campus,108,1.0,2.6,Mobile,False
1374,2025-11-11 15:25:00,Campus,101,1.0,2.86,Mobile,True
1377,2025-11-11 15:25:00,Suburb,109,1.0,1.58,Mobile,False
1373,2025-11-11 15:32:00,Downtown,112,1.0,3.29,Mobile,True
1376,2025-11-11 15:46:00,Suburb,109,1.0,1.56,Cash,False
